@relation rationale
@attribute sentence string
@attribute classification string
@data
" Commit_NN 424a647af4d093915108221bcd4390989303b426_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM master_NN from_IN Uwe_NNP Schindler_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=424a647_NNP ]_-RRB- \n_ LUCENE-6995_NNP ,_, LUCENE-6938_NN :_: Add_VB branch_NN change_NN trigger_NN to_IN common-build.xml_PRP to_TO keep_VB sane_JJ build_NN on_IN GIT_NNP branch_NN change_NN",'irrelevant'
" Commit_VB 0ef36fcdd107084a2ac3156943f01eb5f7dd9c74_CD in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM branch_5x_NNP from_IN Uwe_NNP Schindler_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=0ef36fc_NNP ]_-RRB- \n_ LUCENE-6995_NNP ,_, LUCENE-6938_NN :_: Add_VB branch_NN change_NN trigger_NN to_IN common-build.xml_PRP to_TO keep_VB sane_JJ build_NN on_IN GIT_NNP branch_NN change_NN",'irrelevant'
' I_PRP committed_VBD this_DT ._.','relevant'
' I_PRP think_VBP we_PRP should_MD open_VB another_DT issues_NNS about_IN the_DT multiple_JJ build_NN dir_NN change_NN ._.','relevant'
" Commit_NN b0e769c3ec598dd7398cc8df123bc4c41069e2c3_NN in_IN lucene_NN -_HYPH solr_NN 's_POS branch_NN refs_NNS /_SYM heads_NNS /_SYM branch_5_4_NNP from_IN Uwe_NNP Schindler_NNP \n_ [_-LRB- https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b0e769c_NNP ]_-RRB- \n_ LUCENE-6995_NNP ,_, LUCENE-6938_NN :_: Add_VB branch_NN change_NN trigger_NN to_IN common-build.xml_PRP to_TO keep_VB sane_JJ build_NN on_IN GIT_NNP branch_NN change_NN",'irrelevant'
' Patch_VB ._.','irrelevant'
' this_DT is_VBZ a_DT really_RB good_JJ idea_NN ._.','relevant'
' otherwise_RB we_PRP are_VBP going_VBG to_TO get_VB bug_NN reports_NNS that_WDT look_VBP like_IN data_NNS corruption_NN :_: \n\n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX Caused_VBN by_IN :_: java.lang.IllegalArgumentException_NN :_: Version_NN is_VBZ too_RB old_JJ ,_, should_MD be_VB at_RB least_JJS 2_CD (_-LRB- got_VBD 0_CD )_-RRB- \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX     __SP at_IN org.apache.lucene.util.packed.PackedInts.checkVersion(PackedInts.java:77_CD )_-RRB- \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX     __SP at_IN org.apache.lucene.util.packed.PackedInts.getDecoder(PackedInts.java:742_NN )_-RRB- \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX     __SP at_IN org.apache.lucene.codecs.lucene50.ForUtil.<clinit>(ForUtil.java:64_NN )_-RRB- \n   __SP [_-LRB- junit4_NNS ]_-RRB-    __SP >_XX     __SP ..._: 50_CD more_JJR','relevant'
" This_DT is_VBZ interesting_JJ because_IN I_PRP do_VBP n't_RB see_VB this_DT behavior_NN ._.",'irrelevant'
' When_WRB I_PRP checkout_VBP a_DT historical_JJ branch_NN ,_, it_PRP just_RB updates_VBZ timestamps_NNS on_IN changed_JJ files_NNS in_IN the_DT working_VBG copy_NN ,_, but_CC updates_VBZ them_PRP to_TO checkout_VB time_NN ?_.','irrelevant'
" $_NFP ls_NN -l_NN build.xml_NN \n_ -rw_NNPS -_HYPH r_LS --_: r--_NN 1_CD dweiss_VBP dweiss_VBP 35579_CD Jan_NNP 26_CD 14:55_CD build.xml_NN \n\n__SP #_$ historical_JJ hash_NN from_IN Sep._NNP 5_CD :_: \n_ $_'' git_NN checkout_NN 8f5259b4ff2d5f0_CD \n_ $_$ ls_NN -l_NN build.xml_NN \n_ -rw_NNPS -_HYPH r_LS --_: r--_NN 1_CD dweiss_VBP dweiss_VBP 25633_CD Jan_NNP 26_CD 14:56_CD build.xml_NNS",'irrelevant'
" I_PRP think_VBP it_PRP 's_VBZ your_PRP$ build_NN folders_NNS that_WDT are_VBP in_IN an_DT insane_JJ state_NN ,_, not_RB the_DT checked_VBN out_RP files_NNS ?_.",'irrelevant'
" I_PRP 'm_VBP not_RB against_IN this_DT patch_NN ,_, I_PRP just_RB find_VBP it_PRP odd_JJ you_PRP 're_VBP experiencing_VBG the_DT issue_NN because_IN I_PRP 've_VB never_RB had_VBN any_DT problem_NN with_IN it_PRP (_-LRB- yes_UH ,_, git_NN will_MD not_RB wipe_VB out_RP any_DT ignored_JJ files_NNS automatically_RB \x96_: these_DT are_VBP ignored_VBN after_RB all_RB \x96_: but_CC it_PRP 'll_MD switch_VB any_DT versioned_JJ files_NNS and_CC update_VB timestamps_NNS properly_RB )_-RRB- ._.",'relevant'
' Please_UH make_VB this_DT an_DT opt_VB -_HYPH out_RP feature_NN ._.','relevant'
' I_PRP prefer_VBP to_TO git_VB clean_VB the_DT build_NN folder_NN myself_PRP ,_, actually_RB (_-LRB- faster_JJR than_IN ant_NN )_-RRB- ._.','relevant'
' It_PRP happened_VBD to_IN me_PRP twice_PDT this_DT morning_NN already_RB ._.','irrelevant'
' Just_RB doing_VBG things_NNS like_IN running_VBG tests_NNS and_CC forgetting_VBG to_TO clean_VB when_WRB switching_VBG branches_NNS ._.','irrelevant'
" Ok_UH ,_, but_CC this_DT is_VBZ n't_RB related_VBN to_IN timestamps_NNS on_IN version_NN -_HYPH controlled_VBN files_NNS ,_, only_RB on_IN the_DT fact_NN that_IN build_VBP artefacts_NNS coexist_VBP ?_.",'irrelevant'
" If_IN so_RB ,_, it_PRP 'd_MD be_VB an_DT interesting_JJ exercise_NN to_TO not_RB clean_VB after_IN a_DT branch_NN switch_NN but_CC have_VBP branch_NN -_HYPH dedicated_VBN build_NN folder_NN ._.",'relevant'
' This_DT way_NN you_PRP could_MD actually_RB switch_VB a_DT branch_NN and_CC then_RB continue_VBP working_VBG as_IN usual_JJ because_IN it_PRP should_MD work_VB flawlessly_RB ._.','relevant'
' ..._NFP have_VBP branch_NN -_HYPH dedicated_VBN build_NN folder_NN \n_ I_PRP like_VBP that_DT idea_NN !_.','relevant'
" I_PRP guess_VBP it_PRP 's_VBZ manually_RB possible_JJ now_RB with_IN -Dbuild.dir_NN =_SYM my_branch_dir_NNP ?_.",'relevant'
" If_IN so_RB ,_, it_PRP 'd_MD be_VB an_DT interesting_JJ exercise_NN to_TO not_RB clean_VB after_IN a_DT branch_NN switch_NN but_CC have_VBP branch_NN -_HYPH dedicated_VBN build_NN folder_NN ._.",'relevant'
' This_DT way_NN you_PRP could_MD actually_RB switch_VB a_DT branch_NN and_CC then_RB continue_VBP working_VBG as_IN usual_JJ because_IN it_PRP should_MD work_VB flawlessly_RB ._.','relevant'
' This_DT is_VBZ an_DT interesting_JJ idea_NN ._.','relevant'
" But_CC if_IN we_PRP do_VBP this_DT ,_, I_PRP think_VBP it_PRP should_MD be_VB `_'' build/<branch_IN >_XX `_'' and_CC ant_NN clean_JJ still_RB removes_VBZ build_VB entirely_RB (_-LRB- means_VBZ it_PRP still_RB really_RB cleans_VBZ )_-RRB- ._.",'relevant'
" I_PRP guess_VBP it_PRP will_MD force_VB us_PRP to_TO fix_VB places_NNS in_IN the_DT build_NN /_SYM python_NN scripts_NNS /_SYM whatever_WDT that_WDT might_MD have_VB a_DT hardcoded_JJ `_'' build/_UH `_'' somewhere_RB ,_, and_CC so_RB on_RB ._.",'relevant'
' Yes_UH ,_, absolutely_RB ._.','relevant'
' Ant_NN clean_NN should_MD really_RB clean_VB everything_NN ._.','relevant'
' As_IN a_DT side_NN note_NN ,_, I_PRP use_VBP this_DT very_RB often_RB :_: \n\n\n__SP git_NN clean_JJ -xfd_HYPH \n\n\n__SP This_DT removes_VBZ everything_NN (_-LRB- including_VBG all_DT ignored_VBN files_NNS ,_, etc_FW ._. )_-RRB-','relevant'
' and_CC restores_VBZ a_DT pristine_JJ checkout_NN state_NN ._.','relevant'
' Just_RB in_IN case_NN somebody_NN finds_VBZ it_PRP useful_JJ ._.','irrelevant'
' +_SYM 1_CD to_TO close_VB this_DT trap_NN ASAP_RB ._.','relevant'
" The_DT errors_NNS you_PRP hit_VBP when_WRB ant_NN does_VBZ n't_RB realize_VB you_PRP 've_VB switched_VBN git_NN branches_NNS are_VBP awful_JJ ._.",'relevant'
' Can_MD we_PRP iterate_VB by_IN committing_VBG this_DT solution_NN first_RB ,_, then_RB working_VBG on_IN the_DT separate_JJ build_NN directory_NN as_IN a_DT followup_NN ._.','relevant'
' Again_RB ,_, the_DT current_JJ situation_NN is_VBZ a_DT real_JJ problem_NN ,_, because_IN the_DT errors_NNS you_PRP see_VBP look_VB like_IN corruption_NN ._.','relevant'
' I_PRP have_VBP no_DT problem_NN committing_VBG and_CC pushing_VBG this_DT soon_RB ._.','irrelevant'
' Patch_NN of_IN 11_CD Nov_NNP 2015_CD ._.','relevant'
' Most_JJS of_IN the_DT changes_NNS are_VBP to_TO pass_VB numDocs_RB down_RB to_IN where_WRB it_PRP is_VBZ actually_RB used_VBN :_: \n_ ConjunctionDISI_NNP ,_, DisjunctionDISIApproximation_NN ,_, DisjunctionScorer_NNP ,_, ConjunctionSpans_NNP ,_, SpanOrQuery_NN ._.','relevant'
' This_DT is_VBZ incomplete_JJ ,_, there_EX no_DT tests_NNS ._.','relevant'
' MinShouldMatchSumScorer_NNP only_RB has_VBZ the_DT disjunctions_NNS done_VBN ._.','relevant'
' For_IN un_NNP /_SYM ordered_VBN NearSpans_NNPS there_EX is_VBZ a_DT division_NN by_IN 4_CD (_-LRB- unordered_JJ )_-RRB- and_CC by_IN 8_CD (_-LRB- ordered_VBN )_-RRB- for_IN zero_CD allowed_VBN slop_NN ,_, something_NN like_IN this_DT should_MD also_RB be_VB done_VBN for_IN the_DT PhraseQueries_NNPS ._.','relevant'
' SpanContaining_NNP and_CC SpanWithin_NNP use_VBP the_DT conjunction_NN estimation_NN ,_, these_DT should_MD also_RB be_VB smaller_JJR ._.','relevant'
' The_DT independence_NN that_WDT is_VBZ assumed_VBN is_VBZ normally_RB not_RB there_RB ._.','relevant'
' However_RB ,_, the_DT cost_NN (_-LRB- )_-RRB- results_NNS are_VBP only_RB used_VBN to_TO order_VB the_DT input_NN DISIs_NNPS /_SYM Scorers_NNPS for_IN optimization_NN ,_, and_CC for_IN that_DT I_PRP expect_VBP this_DT assumption_NN to_TO work_VB nicely_RB ._.','relevant'
' But_CC so_RB would_MD the_DT current_JJ worst_JJS -_HYPH case_NN approach_NN ?_.','relevant'
' That_DT one_NN is_VBZ actually_RB solved_VBN nowadays_RB by_IN the_DT two_CD phase_NN approach_NN ._.','relevant'
" I_PRP 'll_MD think_VB of_IN a_DT better_JJR example_NN later_RB ._.",'irrelevant'
" There_EX are_VBP very_RB likely_JJ situations_NNS where_WRB you_PRP can_MD still_RB decrease_VB query_NN runtime_NN even_RB further_RB with_IN a_DT different_JJ order_NN of_IN clauses_NNS than_IN the_DT one_NN based_VBN on_IN current_JJ worst_JJS -_HYPH case_NN estimates_NNS ,_, and_CC I_PRP agree_VBP that_IN the_DT naming_VBG '_`` cost_NN (_-LRB- )_-RRB- '_'' does_VBZ n't_RB really_RB reflect_VB the_DT conservative_JJ estimates_NNS ._.",'relevant'
' However_RB ,_, any_DT other_JJ non_AFX -_HYPH worst_JJS -_HYPH case_NN estimate_NN might_MD err_VB very_RB badly_RB and_CC make_VB queries_NNS that_WDT are_VBP currently_RB reasonably_RB fast_RB extremely_RB slow_JJ ._.','relevant'
' It_PRP comes_VBZ down_RP to_IN trading_VBG in_RB worst_JJS -_HYPH case_NN behavior_NN to_TO gain_VB average_JJ /_SYM throughput_NN ,_, but_CC usually_RB people_NNS care_VBP more_RBR about_IN the_DT slowest_JJS /_SYM hardest_JJS queries_NNS ._.','relevant'
" However_RB ,_, maybe_RB we_PRP can_MD have_VB worst_JJS -_HYPH case_NN and_CC other_JJ estimates_NNS too_RB and_CC choose_VB to_TO use_VB the_DT latter_JJ only_RB in_IN cases_NNS where_WRB even_RB making_VBG the_DT wrong_JJ decision_NN wo_MD n't_RB be_VB too_RB bad_JJ ,_, so_IN that_IN you_PRP 're_VBP speculative_JJ on_IN the_DT fast_JJ queries_NNS to_TO gain_VB throughput_NN ,_, but_CC conservative_JJ on_IN potentially_RB slow_JJ queries_NNS ._.",'relevant'
" Another_DT reason_NN why_WRB I_PRP started_VBD this_DT is_VBZ that_IN the_DT result_NN of_IN cost_NN (_-LRB- )_-RRB- is_VBZ also_RB used_VBN as_IN weights_NNS for_IN matchCost_NNP (_-LRB- )_-RRB- at_IN LUCENE-6276_NNP ,_, and_CC I_PRP 'd_MD prefer_VB those_DT weights_NNS to_TO be_VB as_RB accurate_JJ as_IN reasonably_RB possible_JJ ._.",'relevant'
' I_PRP think_VBP we_PRP can_MD keep_VB this_DT (_-LRB- assuming_VBG independence_NN for_IN conjunctions_NNS and_CC disjunctions_NNS )_-RRB- as_IN a_DT possible_JJ alternative_NN until_IN the_DT current_JJ implementation_NN gives_VBZ a_DT bad_JJ result_NN ._.','relevant'
' For_IN the_DT proximity_NN queries_NNS (_-LRB- Phrases_NNPS ,_, Spans_NNPS )_-RRB- this_DT reduces_VBZ the_DT conjunction_NN cost_NN (_-LRB- )_-RRB- using_VBG the_DT allowed_VBN slop_NN ._.','relevant'
' Would_MD it_PRP be_VB worthwhile_JJ to_TO open_VB a_DT separate_JJ issue_NN for_IN that_DT ?_.','irrelevant'
' Patch_NN of_IN 15_CD Nov_NNP 2015_CD ._.','relevant'
' Resolve_VB conflicts_NNS after_IN LUCENE-6276_NNP ._.','relevant'
' I_PRP tried_VBD this_DT patch_NN with_IN the_DT wikimedium5_NN m_NN benchmark_NN ._.','relevant'
' This_DT showed_VBD no_DT significant_JJ differences_NNS to_IN current_JJ trunk_NN ,_, the_DT differences_NNS where_WRB never_RB bigger_JJR than_IN 2.1\\%_CD either_DT way_NN ,_, and_CC well_RB within_IN the_DT standard_JJ deviations_NNS ._.','relevant'
' This_DT could_MD be_VB because_IN the_DT patch_NN here_RB should_MD have_VB influence_NN for_IN more_JJR complex_JJ queries_NNS than_IN the_DT one_NN in_IN the_DT benchmark_NN ._.','irrelevant'
' I_PRP might_MD try_VB to_TO add_VB more_JJR complex_JJ queries_NNS to_IN the_DT benchmark_NN later_RB ._.','relevant'
' Here_RB is_VBZ the_DT benchmark_JJ output_NN ,_, it_PRP might_MD be_VB good_JJ for_IN future_JJ reference_NN :_: \n\n\n                    __SP TaskQPS_JJ baseline_NN      __SP StdDevQPS_NN my_modified_version_NN      __SP StdDev_NNP                __SP Pct_NNP diff_NN \n                __SP HighTerm_NNP      __SP 178.20_CD      __SP (_-LRB- 1.8\\%_CD )_-RRB-      __SP 174.50_CD      __SP (_-LRB- 5.6\\%_CD )_-RRB-   __SP -2.1\\%_. (_-LRB-  _ -9\\%_NN -_HYPH    __SP 5\\%_CD )_-RRB- \n                 __SP MedTerm_NNP      __SP 641.36_CD      __SP (_-LRB- 1.6\\%_CD )_-RRB-      __SP 630.32_CD      __SP (_-LRB- 4.9\\%_NN )_-RRB-   __SP -1.7\\%_. (_-LRB-  _ -8\\%_: -_:    __SP 4\\%_CD )_-RRB- \n              __SP OrHighHigh_NNP       __SP 57.02_CD      __SP (_-LRB- 5.5\\%_CD )_-RRB-       __SP 56.32_CD      __SP (_-LRB- 6.6\\%_CD )_-RRB-   __SP -1.2\\%_: (_-LRB- -12\\%_NFP -_HYPH   __SP 11\\%_CD )_-RRB- \n               __SP OrHighMed_NNP      __SP 107.80_CD      __SP (_-LRB- 5.2\\%_NN )_-RRB-      __SP 106.89_CD      __SP (_-LRB- 6.2\\%_NN )_-RRB-   __SP -0.8\\%_: (_-LRB- -11\\%_: -_HYPH   __SP 11\\%_CD )_-RRB- \n             __SP AndHighHigh_NNP      __SP 100.02_CD      __SP (_-LRB- 2.3\\%_CD )_-RRB-       __SP 99.34_CD      __SP (_-LRB- 0.7\\%_NN )_-RRB-   __SP -0.7\\%_: (_-LRB-  _ -3\\%_NN -_HYPH    __SP 2\\%_CD )_-RRB- \n                 __SP LowTerm_NNP     __SP 2477.28_CD      __SP (_-LRB- 3.0\\%_CD )_-RRB-     __SP 2463.27_CD      __SP (_-LRB- 5.5\\%_CD )_-RRB-   __SP -0.6\\%_NFP (_-LRB-  _ -8\\%_: -_:    __SP 8\\%_CD )_-RRB- \n              __SP AndHighMed_NNP      __SP 627.58_CD      __SP (_-LRB- 1.5\\%_CD )_-RRB-      __SP 625.22_CD      __SP (_-LRB- 1.2\\%_NN )_-RRB-   __SP -0.4\\%_, (_-LRB-  _ -3\\%_NN -_HYPH    __SP 2\\%_CD )_-RRB- \n              __SP HighPhrase_NNP       __SP 81.21_CD      __SP (_-LRB- 4.2\\%_NN )_-RRB-       __SP 80.98_CD      __SP (_-LRB- 4.3\\%_CD )_-RRB-   __SP -0.3\\%_, (_-LRB-  _ -8\\%_: -_:    __SP 8\\%_CD )_-RRB- \n               __SP OrHighLow_NNP      __SP 136.70_CD      __SP (_-LRB- 3.1\\%_CD )_-RRB-      __SP 136.35_CD      __SP (_-LRB- 2.1\\%_CD )_-RRB-   __SP -0.3\\%_, (_-LRB-  _ -5\\%_NFP -_HYPH    __SP 5\\%_CD )_-RRB- \n               __SP LowPhrase_NNP      __SP 181.55_CD      __SP (_-LRB- 2.2\\%_CD )_-RRB-      __SP 181.09_CD      __SP (_-LRB- 2.0\\%_CD )_-RRB-   __SP -0.3\\%_, (_-LRB-  _ -4\\%_CD -_SYM    __SP 4\\%_CD )_-RRB- \n         __SP MedSloppyPhrase_NNP       __SP 56.03_CD      __SP (_-LRB- 2.9\\%_CD )_-RRB-       __SP 55.93_CD      __SP (_-LRB- 3.1\\%_LS )_-RRB-   __SP -0.2\\%_, (_-LRB-  _ -5\\%_NFP -_HYPH    __SP 5\\%_CD )_-RRB- \n             __SP MedSpanNear_NNP       __SP 52.77_CD      __SP (_-LRB- 1.7\\%_LS )_-RRB-       __SP 52.68_CD      __SP (_-LRB- 2.6\\%_RB )_-RRB-   __SP -0.2\\%_, (_-LRB-  _ -4\\%_CD -_SYM    __SP 4\\%_CD )_-RRB- \n         __SP LowSloppyPhrase_NNP      __SP 106.15_CD      __SP (_-LRB- 2.9\\%_CD )_-RRB-      __SP 106.01_CD      __SP (_-LRB- 3.1\\%_LS )_-RRB-   __SP -0.1\\%_. (_-LRB-  _ -6\\%_HYPH -_:    __SP 6\\%_CD )_-RRB- \n               __SP MedPhrase_NN       __SP 39.38_CD      __SP (_-LRB- 3.8\\%_NN )_-RRB-       __SP 39.36_CD      __SP (_-LRB- 3.3\\%_CD )_-RRB-   __SP -0.1\\%_. (_-LRB-  _ -6\\%_HYPH -_:    __SP 7\\%_CD )_-RRB- \n                  __SP Fuzzy1_NNS      __SP 137.14_CD      __SP (_-LRB- 2.1\\%_CD )_-RRB-      __SP 137.06_CD      __SP (_-LRB- 1.5\\%_CD )_-RRB-   __SP -0.1\\%_. (_-LRB-  _ -3\\%_NN -_:    __SP 3\\%_CD )_-RRB- \n                  __SP Fuzzy2_NNP       __SP 79.28_CD      __SP (_-LRB- 1.9\\%_NN )_-RRB-       __SP 79.25_CD      __SP (_-LRB- 1.5\\%_CD )_-RRB-   __SP -0.0\\%_NFP (_-LRB-  _ -3\\%_NN -_:    __SP 3\\%_CD )_-RRB- \n             __SP LowSpanNear_NNP       __SP 94.38_CD      __SP (_-LRB- 1.7\\%_LS )_-RRB-       __SP 94.35_CD      __SP (_-LRB- 2.8\\%_CD )_-RRB-   __SP -0.0\\%_NFP (_-LRB-  _ -4\\%_CD -_SYM    __SP 4\\%_CD )_-RRB- \n            __SP OrNotHighMed_JJ      __SP 444.12_CD      __SP (_-LRB- 1.7\\%_LS )_-RRB-      __SP 444.36_CD      __SP (_-LRB- 1.2\\%_NN )_-RRB-    __SP 0.1\\%_NN (_-LRB-  _ -2\\%_NN -_HYPH    __SP 2\\%_CD )_-RRB- \n              __SP AndHighLow_NNP     __SP 1878.59_CD      __SP (_-LRB- 2.0\\%_CD )_-RRB-     __SP 1880.20_CD      __SP (_-LRB- 1.9\\%_NN )_-RRB-    __SP 0.1\\%_NN (_-LRB-  _ -3\\%_NN -_:    __SP 4\\%_CD )_-RRB- \n                 __SP Respell_NNP      __SP 106.47_CD      __SP (_-LRB- 1.9\\%_NN )_-RRB-      __SP 106.62_CD      __SP (_-LRB- 1.7\\%_RB )_-RRB-    __SP 0.1\\%_NN (_-LRB-  _ -3\\%_NN -_:    __SP 3\\%_CD )_-RRB- \n            __SP OrNotHighLow_NNP     __SP 1831.85_CD      __SP (_-LRB- 1.7\\%_LS )_-RRB-     __SP 1834.68_CD      __SP (_-LRB- 1.3\\%_CD )_-RRB-    __SP 0.2\\%_NN (_-LRB-  _ -2\\%_NN -_,    __SP 3\\%_CD )_-RRB- \n           __SP OrNotHighHigh_VBP       __SP 69.75_CD      __SP (_-LRB- 1.6\\%_CD )_-RRB-       __SP 69.91_CD      __SP (_-LRB- 1.4\\%_CD )_-RRB-    __SP 0.2\\%_NN (_-LRB-  _ -2\\%_NN -_,    __SP 3\\%_CD )_-RRB- \n            __SP HighSpanNear_NN       __SP 36.38_CD      __SP (_-LRB- 2.8\\%_CD )_-RRB-       __SP 36.47_CD      __SP (_-LRB- 3.8\\%_NN )_-RRB-    __SP 0.3\\%_CD (_-LRB-  _ -6\\%_HYPH -_:    __SP 7\\%_CD )_-RRB- \n        __SP HighSloppyPhrase_NN       __SP 45.58_CD      __SP (_-LRB- 3.6\\%_CD )_-RRB-       __SP 45.70_CD      __SP (_-LRB- 3.5\\%_LS )_-RRB-    __SP 0.3\\%_CD (_-LRB-  _ -6\\%_HYPH -_:    __SP 7\\%_CD )_-RRB- \n            __SP OrHighNotLow_NN       __SP 65.78_CD      __SP (_-LRB- 7.0\\%_CD )_-RRB-       __SP 66.03_CD      __SP (_-LRB- 8.4\\%_LS )_-RRB-    __SP 0.4\\%_CD (_-LRB- -14\\%_: -_:   __SP 16\\%_CD )_-RRB- \n                 __SP Prefix3_NNP      __SP 448.85_CD      __SP (_-LRB- 3.5\\%_LS )_-RRB-      __SP 450.67_CD      __SP (_-LRB- 3.8\\%_NN )_-RRB-    __SP 0.4\\%_CD (_-LRB-  _ -6\\%_HYPH -_:    __SP 8\\%_CD )_-RRB- \n                __SP Wildcard_NNP      __SP 114.35_CD      __SP (_-LRB- 4.8\\%_DT )_-RRB-      __SP 115.02_CD      __SP (_-LRB- 4.6\\%_CD )_-RRB-    __SP 0.6\\%_CD (_-LRB-  _ -8\\%_HYPH -_:   __SP 10\\%_CD )_-RRB- \n                  __SP IntNRQ_NNP       __SP 23.48_CD      __SP (_-LRB- 7.4\\%_CD )_-RRB-       __SP 23.71_CD      __SP (_-LRB- 7.7\\%_NN )_-RRB-    __SP 1.0\\%_CD (_-LRB- -13\\%_HYPH -_HYPH   __SP 17\\%_CD )_-RRB- \n                __SP PKLookup_NNP      __SP 360.70_CD      __SP (_-LRB- 1.7\\%_LS )_-RRB-      __SP 364.91_CD      __SP (_-LRB- 3.1\\%_CD )_-RRB-    __SP 1.2\\%_CD (_-LRB-  _ -3\\%_NN -_:    __SP 6\\%_CD )_-RRB- \n            __SP OrHighNotMed_NN      __SP 178.99_CD      __SP (_-LRB- 7.2\\%_NN )_-RRB-      __SP 181.91_CD      __SP (_-LRB- 8.2\\%_NN )_-RRB-    __SP 1.6\\%_CD (_-LRB- -12\\%_NFP -_HYPH   __SP 18\\%_CD )_-RRB- \n           __SP OrHighNotHigh_VBP       __SP 39.78_CD      __SP (_-LRB- 7.1\\%_CD )_-RRB-       __SP 40.63_CD      __SP (_-LRB- 7.5\\%_NN )_-RRB-    __SP 2.1\\%_CD (_-LRB- -11\\%_HYPH -_HYPH   __SP 18\\%_CD )_-RRB-','irrelevant'
" Wo_MD n't_RB this_DT change_NN have_VB the_DT prospect_NN of_IN increasing_VBG the_DT amount_NN of_IN GC_NNP due_IN to_IN all_PDT these_DT extra_JJ objects_NNS ?_.",'relevant'
" The_DT patch_NN also_RB removes_VBZ some_DT calls_NNS to_IN BytesRef.deepCopyOf_NNP ,_, so_CC I_PRP 'm_VBP not_RB sure_JJ here_RB ._.",'relevant'
" have_VBP an_DT alternative_JJ constructor_NN that_WDT does_VBZ n't_RB clone_VB \n_ This_DT has_VBZ bitten_VBN a_DT few_JJ people_NNS at_IN least_JJS ,_, including_VBG me_PRP ,_, and_CC I_PRP 'd_MD rather_RB have_VB it_PRP work_VB correctly_RB in_IN the_DT case_NN when_WRB the_DT BytesRef_NNP comes_VBZ directly_RB from_IN a_DT TermsEnum_NNP ._.",'relevant'
' The_DT Term(String_VBG field_NN ,_, String_NN text_NN )_-RRB- constructor_NN makes_VBZ a_DT new_JJ BytesRef_NNP anyway_RB ._.','relevant'
" so_IN that_IN users_NNS like_IN Solr_NNP can_MD exploit_VB the_DT fact_NN that_IN their_PRP$ code_NN wo_MD n't_RB be_VB making_VBG any_DT further_JJ use_NN of_IN the_DT input_NN term_NN ?_.",'relevant'
' There_EX are_VBP at_IN least_JJS a_DT few_JJ places_NNS in_IN Solr_NNP with_IN a_DT BytesRef.deepCopyOf_NNP result_NN directly_RB passed_VBD to_IN a_DT Term_NNP constructor_NN ,_, for_IN example_NN in_IN FacetField_NNP and_CC SolrIndexSearcher_NNP ._.','relevant'
' There_RB this_DT call_NN could_MD be_VB removed_VBN also_RB ._.','relevant'
" I_PRP 'm_VBP not_RB familiar_JJ with_IN Solr_NNP code_NN ,_, so_CC in_IN case_NN there_EX is_VBZ another_DT impact_NN there_RB ,_, please_UH holler_VB ._.",'irrelevant'
' 2nd_JJ patch_NN of_IN 3_CD October_NNP 2015_CD ._.','relevant'
" In_IN addition_NN to_IN the_DT previous_JJ patch_NN ,_, this_DT also_RB \n\n__SP deletes_VBZ the_DT Term_NNP cloning_VBG in_IN PhraseQuery_NNP ,_, \n_ adds_VBZ a_DT Term_NNP constructor_NN from_IN a_DT BytesRefBuilder_NN ,_, and_CC \n_ removes_VBZ BytesRef_NNP copying_NN at_IN Term_NNP construction_NN from_IN Solr_NNP 's_POS FieldType_NNP ,_, SolrIndexSearcher_NNP ,_, FacetField_NNP and_CC SimpleMLTQParser_NNP ._.",'relevant'
' I_PRP like_VBP how_WRB the_DT patch_NN makes_VBZ things_NNS simpler_JJR ._.','relevant'
" I_PRP 'll_MD wait_VB a_DT bit_NN before_IN committing_VBG to_TO give_VB other_JJ people_NNS a_DT chance_NN to_TO comment_VB ._.",'irrelevant'
' Can_MD you_PRP also_RB remove_VB the_DT explicit_JJ cloning_VBG that_IN we_PRP added_VBD in_IN LUCENE-6435_NNP ?_.','relevant'
' Can_MD you_PRP also_RB remove_VB the_DT explicit_JJ cloning_VBG that_IN we_PRP added_VBD in_IN LUCENE-6435_NNP ?_.','relevant'
' I_PRP tried_VBD ,_, but_CC then_RB a_DT test_NN fails_VBZ ._.','relevant'
' Perhaps_RB this_DT is_VBZ because_IN a_DT BytesRef_NNP is_VBZ passed_VBN ClassificationResult_NNP there_RB ._.','relevant'
' do_VBP you_PRP mean_VB the_DT BytesRef.deepCopyOf_NNP \xa0_ at_IN https://github.com/apache/lucene-solr/blob/trunk/lucene/classification/src/java/org/apache/lucene/classification/SimpleNaiveBayesClassifier.java#L154_ADD ?_.','irrelevant'
" If_IN yes_UH ,_, that_DT 's_VBZ because_IN the_DT reference_NN is_VBZ updated_VBN and_CC used_VBN in_IN the_DT ClassificationResult_NNP ._.",'relevant'
