@relation rationale
@attribute sentence string
@attribute classification string
@data
' >_XX &_CC 2_CD \n\xa0\xa0\xa0\xa0__SP fi_NN \n\xa0\xa0\xa0\xa0__SP if_IN [_-LRB- !_.','irrelevant'
' -e_NFP /dev_. /_SYM md15_NN ]_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP &_CC &_CC [_-LRB- !_.','irrelevant'
' -e_NFP /dev/.static_NFP /_SYM dev_NN /_SYM md15_NN ]_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP &_CC &_CC [_-LRB- !_.','irrelevant'
" -e_NFP /dev/.devfsd_NFP ]_-RRB- ;_: then_RB \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP echo_NN -n_: '_`` Generating_VBG array_NN device_NN nodes_NNS ..._: '_'' >_XX &_CC 2_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP cd_NN /dev_. \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP if_IN /dev_XX /_NFP MAKEDEV_NN md_VBP >_XX &_CC 2_CD >_XX /dev_. /_NFP null_NN ;_: then_RB \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP echo_NN '_`` done_VBN ._. '_''",'irrelevant'
" >_XX &_CC 2_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP else_RB \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP echo_NN '_'' failed_VBD ._. '_''",'irrelevant'
" >_XX &_CC 2_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP fi_NN \n\xa0\xa0\xa0\xa0__SP fi_NNP \n_ ---------------------------------------SNIP---------------------------------------_NNP \n_ I_PRP have_VBP n't_RB looked_VBN further_RB into_IN what_WP that_DT script_NN really_RB should_MD be_VB doing_VBG there_RB however_RB ._.",'irrelevant'
' Attached_VBN :_: output_NN of_IN examining_VBG all_DT disk_NN partitions_NNS with_IN fdisk_NN -l_NN','irrelevant'
' Attached_VBN :_: kernel_NN message_NN log_NN','irrelevant'
' GParted_VBN just_RB gave_VBD me_PRP troubles_NNS reformatting_VBG the_DT drive_NN again_RB ._.','relevant'
' Here_RB are_VBP the_DT details_NNS of_IN that_DT ._.','irrelevant'
' Now_RB that_IN I_PRP tried_VBD to_TO create_VB a_DT new_JJ partition_NN table_NN and_CC repartition_NN /dev_. /_SYM sde_NN ,_, mdadm_NN is_VBZ trying_VBG to_TO use_VB it_PRP strangely_RB as_IN a_DT second_JJ array_NN !_. !_.','relevant'
' wtf_NN ?_.','irrelevant'
' GParted_NNP failed_VBD to_TO repartition_VB it_PRP a_DT second_JJ time_NN ,_, and_CC now_RB this_DT :_: \n_ trinitronx@saturn:/media$_NNP cat_NN /proc_. /_SYM mdstat_NN \n_ Personalities_NNPS :_: [_-LRB- linear_NN ]_-RRB- [_-LRB- multipath_NN ]_-RRB- [_-LRB- raid0_NN ]_-RRB- [_-LRB- raid1_NN ]_-RRB- [_-LRB- raid6_NN ]_-RRB- [_-LRB- raid5_NN ]_-RRB- [_-LRB- raid4_NNP ]_-RRB- [_-LRB- raid10_NNS ]_-RRB- \n_ md_d0_NN :_: inactive_NN sde1[3](S_JJ )_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP 732571904_CD blocks_VBZ \n_ md0_JJ :_: inactive_NN sdb1[0](S_NN )_-RRB- sdc1[1](S_NNP )_-RRB- sdd1[2](S_NNP )_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP 2197715712_CD blocks_VBZ \n_ unused_JJ devices_NNS :_:','relevant'
' Rebuilding_VBG my_PRP$ RAID_NN for_IN the_DT 5th_JJ time_NN now_RB ._.','irrelevant'
" Here_RB 's_VBZ the_DT complete_JJ shell_NN session_NN ,_, so_CC in_IN case_NN I_PRP 'm_VBP doing_VBG something_NN wrong_JJ ,_, PLEASE_UH point_VB it_PRP out_RP !_.",'irrelevant'
" Let_VB 's_PRP hope_VB it_PRP works_VBZ this_DT time_NN !_.",'irrelevant'
" ...._NFP And_CC here_RB we_PRP go_VBP ....._. \n_ trinitronx@saturn:/media$_NNP sudo_JJ fdisk_NN -l_NFP /dev_. /_SYM sde_VBP \n_ Disk_NNP /dev_. /_SYM sde_NN :_: 750.2_CD GB_NNP ,_, 750156374016_CD bytes_NNS \n_ 255_CD heads_NNS ,_, 63_CD sectors_NNS /_SYM track_NN ,_, 91201_CD cylinders_NNS \n_ Units_NNS =_SYM cylinders_NNS of_IN 16065_CD *_NFP 512_CD =_SYM 8225280_CD bytes_NNS \n_ Sector_NNP size_NN (_-LRB- logical_JJ /_SYM physical_JJ )_-RRB- :_: 512_CD bytes_NNS /_SYM 512_CD bytes_NNS \n_ I_CD /_SYM O_UH size_NN (_-LRB- minimum_NN /_SYM optimal_JJ )_-RRB- :_: 512_CD bytes_NNS /_SYM 512_CD bytes_NNS \n_ Disk_NNP identifier_JJ :_: 0x00000000_CD \n_ Disk_NNP /dev_. /_SYM sde_NN does_VBZ n't_RB contain_VB a_DT valid_JJ partition_NN table_NN \n_ trinitronx@saturn:/media$_NNP cat_NN /proc_. /_SYM mdstat_NN \n_ Personalities_NNPS :_: [_-LRB- linear_NN ]_-RRB- [_-LRB- multipath_NN ]_-RRB- [_-LRB- raid0_NN ]_-RRB- [_-LRB- raid1_NN ]_-RRB- [_-LRB- raid6_NN ]_-RRB- [_-LRB- raid5_NN ]_-RRB- [_-LRB- raid4_NNP ]_-RRB- [_-LRB- raid10_NNS ]_-RRB- \n_ md_d0_NN :_: inactive_NN sde1[3](S_JJ )_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP 732571904_CD blocks_VBZ \n_ md0_JJ :_: inactive_NN sdb1[0](S_NN )_-RRB- sdc1[1](S_NNP )_-RRB- sdd1[2](S_NNP )_-RRB- \n\xa0\xa0\xa0\xa0\xa0\xa0__SP 2197715712_CD blocks_VBZ \n_ unused_JJ devices_NNS :_: \n_ trinitronx@saturn:/media$_NNP sudo_JJ mdadm_NN --stop_NN /dev_XX /_SYM md_d0_NN \n_ [_-LRB- sudo_JJ ]_-RRB- password_VB for_IN trinitronx_NN :_: \n_ mdadm_NN :_: stopped_VBD /dev_. /_SYM md_d0_NN \n_ trinitronx@saturn:/media$_NNP sudo_JJ mdadm_NN --examine_NN /dev_. /_SYM md_d0_NN \n_ mdadm_NN :_: can_MD not_RB open_VB /dev_. /_NFP md_d0_NN :_: No_DT such_JJ file_NN or_CC directory_NN \n_ trinitronx@saturn:/media$_NNP sudo_JJ mdadm_NN --examine_NN /dev_. /_SYM sde_NN \n_ mdadm_NN :_: No_DT md_JJ superblock_NN detected_VBN on_IN /dev_. /_SYM sde_NN ._.",'irrelevant'
' trinitronx@saturn:/media$_NNP sudo_JJ mdadm_NN --examine_NN /dev_. /_SYM sde1_NN \n_ /dev_. /_SYM sde1_NN :_: \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP Magic_NNP :_: a92b4efc_NNP \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP Version_NNP :_: 00.90.00_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP UUID_NN :_: 7a0e5ba8:669595fc:852484a6:e390a598_NNP (_-LRB- local_JJ to_TO host_VB saturn_NN )_-RRB- \n\xa0\xa0__SP Creation_NNP Time_NNP :_: Fri_NNP Jan_NNP  _ 9_CD 03:40:39_CD 2009_CD \n\xa0\xa0\xa0\xa0\xa0__SP Raid_NNP Level_NNP :_: raid5_NN \n\xa0\xa0__SP Used_VBN Dev_NNP Size_NNP :_: 732571904_CD (_-LRB- 698.64_CD GiB_NNP 750.15_CD GB_NNP )_-RRB- \n\xa0\xa0\xa0\xa0\xa0__SP Array_NNP Size_NNP :_: 2197715712_CD (_-LRB- 2095.91_CD GiB_NNP 2250.46_CD GB_NNP )_-RRB- \n\xa0\xa0\xa0__SP Raid_NNP Devices_NNPS :_: 4_CD \n\xa0\xa0__SP Total_NNP Devices_NNPS :_: 4_CD \n_ Preferred_NNP Minor_NNP :_: 0_NFP \n\xa0\xa0\xa0\xa0__SP Update_NNP Time_NNP :_: Sun_NNP May_NNP 16_CD 22:13:13_CD 2010_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP State_NNP :_: clean_JJ \n\xa0__SP Active_NNP Devices_NNPS :_: 4_CD \n_ Working_NNP Devices_NNPS :_: 4_CD \n\xa0__SP Failed_VBN Devices_NNPS :_: 0_NFP \n\xa0\xa0__SP Spare_NNP Devices_NNPS :_: 0_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP Checksum_NNP :_: b38b3b34_JJ -_HYPH correct_JJ \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP Events_NNS :_: 122066_CD \n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0__SP Layout_NNP :_: left_JJ -_HYPH symmetric_JJ \n\xa0\xa0\xa0\xa0\xa0__SP Chunk_NNP Size_NNP :_: 64_CD K_NNP \n\xa0\xa0\xa0\xa0\xa0\xa0__SP Number_NNP   __SP Major_JJ   __SP Minor_JJ   __SP RaidDevice_NNP State_NNP \n_ this_DT     __SP 3_CD       __SP 8_CD       __SP 65_CD        __SP 3_CD      __SP active_JJ sync_NN   __SP /dev_. /_SYM sde1_NN \n\xa0\xa0\xa0__SP 0_CD     __SP 0_CD       __SP 8_CD       __SP 17_CD        __SP 0_CD      __SP active_JJ sync_NN   __SP /dev_. /_NFP sdb1_NNP \n\xa0\xa0\xa0__SP 1_CD     __SP 1_CD       __SP 8_CD       __SP 33_CD        __SP 1_CD      __SP active_JJ sync_NN   __SP /dev_. /_SYM sdc1_NN \n\xa0\xa0\xa0__SP 2_CD     __SP 2_CD       __SP 8_CD       __SP 49_CD        __SP 2_CD      __SP active_JJ sync_NN   __SP /dev_. /_SYM sdd1_NNS \n\xa0\xa0\xa0__SP 3_CD     __SP 3_CD       __SP 8_CD       __SP 65_CD        __SP 3_CD      __SP active_JJ sync_NN   __SP /dev_. /_SYM sde1_NN \n_ trinitronx@saturn:/media$_NNP sudo_NN mdadm_NN --zero_HYPH -_HYPH superblock_NN /dev_. /_SYM sde1_NN \n_ trinitronx@saturn:/media$_NNP sudo_NN mdadm_NN --examine_NN /dev_. /_SYM sde1_NN \n_ mdadm_NN :_: No_DT md_JJ superblock_NN detected_VBN on_IN /dev_. /_SYM sde1_NN ._.','irrelevant'
" trinitronx@saturn:/media$_NNP sudo_JJ mdadm_NN --zero_HYPH -_HYPH superblock_NN /dev_. /_SYM sde_NN \n_ mdadm_NN :_: Unrecognised_JJ md_JJ component_NN device_NN -_: /dev_. /_SYM sde_NN \n_ -------------------------------------------------------------------------------------------------_NFP \n_ #_NN #_NN #_$ #_$ #_$ #_$ #_$ HERE_RB 'S_VBZ WHERE_WRB I_PRP DELETED_VBP OLD_NNP PARTITION_NNP ,_, ADDED_NNP NEW_NNP TABLE_NNP ,_, AND_CC REFORMATTED_VBN IN_IN GPARTED_NNP #_NN #_$ #_$ #_$ #_$ #_$ #_$ \n_ -------------------------------------------------------------------------------------------------_, \n_ trinitronx@saturn:/media$_NNP sudo_JJ fdisk_NN -l_NFP /dev_. /_SYM sde_VBP \n_ Disk_NNP /dev_. /_SYM sde_NN :_: 750.2_CD GB_NNP ,_, 750156374016_CD bytes_NNS \n_ 255_CD heads_NNS ,_, 63_CD sectors_NNS /_SYM track_NN ,_, 91201_CD cylinders_NNS \n_ Units_NNS =_SYM cylinders_NNS of_IN 16065_CD *_NFP 512_CD =_SYM 8225280_CD bytes_NNS \n_ Sector_NNP size_NN (_-LRB- logical_JJ /_SYM physical_JJ )_-RRB- :_: 512_CD bytes_NNS /_SYM 512_CD bytes_NNS \n_ I_CD /_SYM O_UH size_NN (_-LRB- minimum_NN /_SYM optimal_JJ )_-RRB- :_: 512_CD bytes_NNS /_SYM 512_CD bytes_NNS \n_ Disk_NNP identifier_JJ :_: 0x0008b84d_CD \n\xa0\xa0\xa0__SP Device_NN Boot_NNP      __SP Start_VB    __SP ..._.",'irrelevant'
' Here_RB is_VBZ the_DT successful_JJ output_NN of_IN GParted_NNP formatting_VBG /dev_. /_SYM sde1_NN before_IN my_PRP$ rebuild_NN #_$ 5_CD ._.','relevant'
' Since_IN we_PRP have_VBP to_TO consider_VB mdadm_NN /_SYM raid_NN as_IN not_RB maintained_VBN in_IN ubuntu_NN ,_, maybe_RB check_VB other_JJ bug_NN reports_NNS to_TO see_VB if_IN their_PRP$ workarounds_NNS may_MD help_VB for_IN this_DT case_NN ._.','relevant'
' Rebuilt_VBN again_RB ,_, and_CC noticed_VBD an_DT update_NN for_IN the_DT mountall_NN package_NN too_RB (_-LRB- not_RB sure_JJ if_IN this_DT was_VBD related_VBN )_-RRB- ._.','irrelevant'
' Seems_VBZ everything_NN is_VBZ being_VBG brought_VBN up_RP fine_RB now_RB after_IN a_DT reboot_NN ._.','irrelevant'
' I_PRP just_RB hope_VBP it_PRP stays_VBZ that_DT way_NN','irrelevant'
' Actually_RB ,_, to_TO solve_VB the_DT problem_NN for_IN me_PRP I_PRP copied_VBD all_PDT the_DT data_NNS to_IN another_DT hard_JJ disk_NN ._.','relevant'
' Then_RB cleared_VBN all_PDT the_DT md_JJ array_NN information_NN from_IN the_DT 3_CD drives_NNS ._.','relevant'
' After_IN that_DT created_VBD a_DT new_JJ array_NN and_CC since_IN then_RB it_PRP assembles_VBZ correct_JJ at_IN boot_NN times_NNS ._.','relevant'
' It_PRP seems_VBZ that_IN the_DT newer_JJR md_JJ -_HYPH version_NN are_VBP somehow_RB incompatible_JJ with_IN arrays_NNS created_VBN wit_NN some_DT former_JJ versions_NNS of_IN itself_PRP ._.','relevant'
' My_PRP$ array_NN was_VBD existing_VBG for_IN several_JJ years_NNS when_WRB this_DT issue_NN occours_VBZ ._.','irrelevant'
' ..._NFP and_CC i_PRP changed_VBD all_PDT the_DT information_NN in_IN mdadm.conf_NNP to_IN uuids_NNS instead_RB of_IN using_VBG device_NN names_NNS ..._.','relevant'
' md_dx_NN stuff_NN :_: Bug_NN #_$ 551719_CD Bug_NN #_$ 469574_CD ,_, Bug_NN #_$ 532960_CD ,_, ..._.','irrelevant'
' They_PRP have_VBP workarounds_NNS and_CC even_RB some_DT fixes_NNS in_IN stable_JJ upstream_RB for_IN years_NNS but_CC who_WP cares_VBZ ._.','relevant'
' Does_VBZ anyone_NN know_VB if_IN this_DT bug_NN still_RB exists_VBZ in_IN 10.10_CD ?_.','irrelevant'
' I_PRP should_MD consider_VB a_DT dist_NN -_HYPH upgrade_NN ,_, even_RB if_IN 10.10_CD is_VBZ not_RB LTS_NNP ..._.','relevant'
' I_PRP know_VBP that_IN this_DT bug_NN does_VBZ nt_RB exist_VB with_IN 10.04.1_CD with_IN an_DT array_NN constructed_VBN in_IN 10.04.1_CD using_VBG mdadm_NN ._.','irrelevant'
' I_PRP gave_VBD up_RP on_IN this_DT bug_NN as_IN it_PRP was_VBD nt_RB a_DT show_NN stopper_NN (_-LRB- server_NN was_VBD rarely_RB rebooted_VBN )_-RRB- ,_, but_CC have_VBP made_VBN some_DT observations_NNS during_IN the_DT new_JJ build_NN that_WDT might_MD shed_VB some_DT light_NN on_IN this_DT ._.','relevant'
' I_PRP used_VBD the_DT palimpest_NN disk_NN utility_NN to_TO construct_VB my_PRP$ array_NN and_CC I_PRP m_VBP 99_CD %_NN sure_JJ I_PRP did_VBD previously_RB too_RB ,_, though_IN this_DT time_NN I_PRP noticed_VBD some_DT quirks_NNS ,_, like_IN the_DT utility_NN being_VBG unable_JJ to_TO expand_VB an_DT array_NN built_VBN by_IN mdadm_NN or_CC the_DT disk_NN utility_NN (_-LRB- saying_VBG the_DT device_NN was_VBD nt_RB big_JJ enough_RB to_TO add_VB ,_, but_CC it_PRP is_VBZ identical_JJ to_IN the_DT other_JJ drives_NNS ._.','relevant'
' )_-RRB- ,_, mdadm_NN unable_JJ to_TO assesmble_VB a_DT array_NN made_VBN by_IN the_DT disk_NN utility_NN while_IN the_DT disk_NN utility_NN was_VBD able_JJ to_TO and_CC on_IN boot_NN the_DT disk_NN utility_NN has_VBZ the_DT array_NN as_IN started_VBN but_CC degraded_JJ (_-LRB- stopping_VBG /_, starting_VBG the_DT array_NN fixes_VBZ this_DT )_-RRB- ._.','relevant'
' The_DT array_NN would_MD work_VB store_NN data_NNS and_CC mount_VB without_IN issue_NN if_IN constructed_VBN and_CC stopped_VBD /_SYM started_VBD using_VBG the_DT disk_NN utility_NN ._.','relevant'
' This_DT got_VBD me_PRP thinking_VBG that_IN maybe_RB this_DT was_VBD somehow_RB related_VBN to_IN the_DT issues_NNS I_PRP was_VBD having_VBG previously_RB ._.','irrelevant'
' Anyone_NN else_RB assemble_VB their_PRP$ arrays_NNS with_IN the_DT disk_NN utility_NN ?_.','irrelevant'
' Just_RB putting_VBG it_PRP out_RB there_RB ...._.','irrelevant'
' @_NFP md0_NN is_VBZ not_RB ready_JJ yet_RB or_CC not_RB present_JJ ._.','irrelevant'
" Continue_VB to_TO wait_VB ;_: or_CC Press_NNP S_NNP to_TO skip_VB mount_NN or_CC M_NNP for_IN manual_JJ recovery_NN '_`` \n_ I_PRP have_VBP this_DT bug_NN in_IN 10.10_CD and_CC it_PRP 's_VBZ really_RB anoying_VBG me_PRP ._.",'relevant'
' I_PRP wonder_VBP if_IN there_EX is_VBZ ever_RB going_VBG to_TO be_VB a_DT fix_NN for_IN this_DT problem_NN ._.','irrelevant'
' I_PRP followed_VBD this_DT thread_NN and_CC solved_VBD my_PRP$ problem_NN :_: http://ubuntuforums.org/showthread.php?t=1077167_ADD','relevant'
' Hey_UH ,_, my_PRP$ RAID1_NN has_VBZ been_VBN mounting_VBG on_IN boot_NN ._.','irrelevant'
' I_PRP can_MD now_RB have_VB fstab_NN mount_VB my_PRP$ partitions_NNS when_WRB my_PRP$ computer_NN goes_VBZ on_RP !_.','irrelevant'
" I_PRP 'm_VBP running_VBG 11.04_CD ._.",'irrelevant'
' Can_MD anyone_NN else_RB confirm_VB that_IN this_DT has_VBZ been_VBN fixed_VBN ?_.','irrelevant'
' I_PRP could_MD not_RB get_VB a_DT raid10_NNS to_TO automount_VB at_IN boot_NN with_IN 11.04_CD ._.','relevant'
' After_IN days_NNS of_IN frustration_NN I_PRP gave_VBD up_RP ._.','irrelevant'
" I_PRP 'm_VBP sorry_JJ to_TO hear_VB that_DT ._.",'irrelevant'
" I_PRP 'll_MD set_VB it_PRP to_IN confirmed_VBN ,_, though_RB ,_, as_IN it_PRP should_MD n't_RB be_VB on_IN New_NNP ._.",'irrelevant'
' Same_JJ problem_NN here_RB ._.','relevant'
' Solved_VBN by_IN adding_VBG to_IN /etc_NNP /_SYM mdadm_NN /_SYM mdadm.conf_NN this_DT line_NN :_: \n_ ARRAY_NNP /dev_. /_NFP md1_JJ metadata=1.2_JJ UUID_NN =_SYM someuuid_NN name_NN =_SYM somename:0_NN \n_ /dev_. /_NFP md1_NN may_MD be_VB different_JJ for_IN you_PRP ._.','relevant'
" It_PRP '_`` may_MD be_VB md/1_NN ,_, md1_NN or_CC something_NN ._.",'relevant'
' I_PRP get_VBP someuuid_NN by_IN using_VBG blkid_NN utility_NN ._.','relevant'
' somename_JJ from_IN mdadm_NN --detail_XX /dev_XX /_NFP md1_NN \n_ To_TO get_VB information_NN from_IN dlkid_JJ and_CC mdadm_NN --detail_, you_PRP need_VBP to_TO stop_VB array_NN first_JJ \n_ mdadm_NN --stop_NN /dev_XX /_SYM md1_NNP \n_ and_CC then_RB assemble_VB it_PRP again_RB :_: \n_ sudo_JJ mdadm_NN --assemble_NN /dev_. /_NFP md1_NN /dev_. /_NFP sdX1_NN /dev_. /_NFP sdY1_NNP \n_ After_IN that_IN you_PRP will_MD able_JJ to_TO get_VB UUID_NNP and_CC array_VB name_NN ._.','relevant'
" There_EX 's_VBZ apparently_RB a_DT race_NN condition_NN ,_, and_CC it_PRP appears_VBZ to_TO have_VB been_VBN in_IN (_-LRB- and_CC still_RB is_VBZ ,_, as_IN of_IN 12.04_CD LTS_NNP )_-RRB- deep_JJ in_IN Ubuntu_NNP for_IN many_JJ versions_NNS ._.",'relevant'
' It_PRP just_RB bit_VBD me_PRP tonight_NN ..._NFP and_CC for_IN the_DT last_JJ time_NN ._.','irrelevant'
' Had_VBD similar_JJ insurmountable_JJ problems_NNS with_IN 10.04_CD LTS_NNP ,_, 6.06_CD LTS_NNP ,_, too_RB ._.','relevant'
" I_PRP guess_VBP it_PRP 's_VBZ more_RBR important_JJ for_IN the_DT Ubu_NNP coders_NNS to_TO race_VB around_IN doing_VBG cloud_NN coding_NN and_CC changing_VBG tectonic_JJ parts_NNS (_-LRB- like_IN Upstart_NNP )_-RRB- that_DT really_RB should_MD n't_RB be_VB screwed_VBN with_IN ,_, eh_UH ?_.",'relevant'
' My_PRP$ only_JJ solution_NN was_VBD to_TO revert_VB to_IN Debian_NNP 6.0.5_CD ._.','irrelevant'
' Ubuntu_NNP ,_, in_IN my_PRP$ now_RB long_JJ suffering_NN experience_NN ,_, is_VBZ to_IN Debian_NNP as_IN Fedora_NNP is_VBZ to_IN RedHat_NNP ._.','relevant'
' Beware_VB ._.','irrelevant'
' https://bugs.launchpad.net/ubuntu/+source/mdadm/+bug/872220?comments=all_XX','irrelevant'
' Thank_VBP you_PRP for_IN your_PRP$ bug_NN report_NN ._.','irrelevant'
' To_TO maintain_VB a_DT respectful_JJ atmosphere_NN ,_, please_UH follow_VB the_DT code_NN of_IN conduct_NN -_HYPH http://www.ubuntu.com/community/conduct/_NN ._.','irrelevant'
' Bug_NN reports_NNS are_VBP handled_VBN by_IN humans_NNS ,_, the_DT majority_NN of_IN whom_WP are_VBP volunteers_NNS ,_, so_RB please_UH bear_VB this_DT in_IN mind_NN ._.','irrelevant'
' Kindly_RB refrain_VB from_IN clogging_VBG up_RP various_JJ bug_NN reports_NNS with_IN threats_NNS about_IN leaving_VBG Ubuntu_NNP ,_, michael_NN ._.','irrelevant'
' Your_PRP$ input_NN is_VBZ valuable_JJ if_IN you_PRP can_MD help_VB solve_VB the_DT solution_NN and_CC is_VBZ useless_JJ with_IN empty_JJ rants_NNS ._.','irrelevant'
' The_DT problem_NN exists_VBZ in_IN the_DT initramfs_NN boot_NN scripts_NNS ._.','relevant'
' They_PRP do_VBP not_RB fire_VB --assemble_: ._.','relevant'
' To_TO fix_VB this_DT ,_, I_PRP removed_VBD the_DT package_NN hook_NN and_CC scripts_NNS and_CC replaced_VBD them_PRP with_IN those_DT provided_VBN in_IN the_DT debian_JJ package_NN ._.','relevant'
' The_DT debian_JJ scripts_NNS are_VBP much_RB better_JJR and_CC not_RB sure_JJ why_WRB ubuntu_NN does_VBZ not_RB use_VB those_DT by_IN default_NN anyway_RB ._.','relevant'
' here_RB is_VBZ a_DT quick_JJ fix_NN -_HYPH assumes_NNS mdadm_NN is_VBZ config_NN and_CC working_NN \n_ #_NNP Remove_NNP ubuntu_NN package_NN scripts_NNS :_: \n_ rm_NN /usr_. /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM hooks_NNS /_SYM mdadm_NN \n_ rm_NN /usr_SYM /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM scripts_NNS /_SYM mdadm_NN -_HYPH functions_NNS \n_ rm_NN /usr_. /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM scripts_NNS /_SYM init_JJ -_HYPH premount_NN /_SYM mdadm_NN \n_ rm_NN /usr_SYM /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM scripts_NNS /_SYM local_JJ -_HYPH premount_NN /_SYM mdadm_NN \n_ #_$ Extract_NNP /_, cp_NN files_NNS from_IN deb_NN :_: \n_ cp_NN mdadm_3.2.5_NN -_HYPH 3_amd64/usr_CD /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM hooks_NNS /_SYM mdam_NN   __SP /usr_SYM /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM hooks_NNS /_SYM mdadm_NN \n_ cp_NN mdadm_3.2.5_NNP -_HYPH 3_amd64/usr_CD /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM scripts_NNS /_SYM local_JJ -_HYPH top_NN /_SYM mdadm_NN  _ /usr_SYM /_SYM share_NN /_SYM initramfs_NN -_HYPH tools_NNS /_SYM scripts_NNS /_SYM local_JJ -_HYPH top_NN /_SYM mdadm_NN \n_ #_$ Then_RB update_VB initramfs_NN \n_ update_NN -_HYPH initramfs_NN -vck_NN all_DT','relevant'
' Please_UH start_VB Mumble_JJ from_IN a_DT terminal_JJ window_NN and_CC post_VB the_DT complete_JJ output_NN here_RB ._.','irrelevant'
" Ah_UH ,_, doing_VBG that_DT shed_VB some_DT light_NN on_IN what_WP the_DT issue_NN was_VBD ,_, the_DT following_VBG was_VBD in_IN the_DT output_NN :_: \n\xa0\xa0__SP QInotifyFileSystemWatcherEngine::addPaths_NNS :_: inotify_add_watch_NN failed_VBN :_: No_DT such_JJ file_NN or_CC directory_NN \n\xa0\xa0__SP QFileSystemWatcher_NN :_: failed_VBD to_TO add_VB paths_NNS :_: /home_NN /_SYM steve/.config_NN /_SYM ibus_NN /_SYM bus_NN \n\xa0\xa0__SP Bus::open_NN :_: Can_MD not_RB get_VB ibus_NN -_HYPH daemon_NN 's_POS address_NN ._.",'relevant'
' IBusInputContext::createInputContext_JJ :_: no_DT connection_NN to_IN ibus_NN -_HYPH daemon_NN \n_ Once_IN I_PRP started_VBD ibus_NN -_HYPH daemon_NN ,_, shortcut_VB events_NNS from_IN the_DT external_JJ keyboard_NN were_VBD detected_VBN ._.','relevant'
" The_DT question_NN becomes_VBZ ,_, then_RB ,_, why_WRB the_DT dependency_NN on_IN ibus_NN ,_, and_CC what_WP 's_VBZ supposed_VBN to_TO start_VB it_PRP ,_, as_IN I_PRP do_VBP n't_RB see_VB it_PRP running_VBG on_IN 3_CD different_JJ 10.04_CD systems_NNS that_WDT I_PRP 've_VB looked_VBN at_IN ._.",'relevant'
" I_PRP had_VBD n't_RB heard_VBN about_IN ibus_NN until_IN 30_CD seconds_NNS ago_RB ,_, so_CC this_DT is_VBZ n't_RB something_NN upstream_JJ Mumble_JJ or_CC the_DT debian_JJ package_NN depends_VBZ on_IN :)_NN Could_MD you_PRP post_VB the_DT complete_JJ console_NN output_NN ,_, please_UH ?_.",'irrelevant'
' Alright_UH ,_, I_PRP did_VBD a_DT little_RB more_RBR digging_NN into_IN the_DT issue_NN ._.','irrelevant'
" I_PRP can_MD reproduce_VB it_PRP if_IN I_PRP start_VBP mumble_JJ without_IN the_DT external_JJ keyboard_NN plugged_VBD in_RP and_CC then_RB plug_VB it_PRP in_RP ;_: mumble_JJ does_VBZ n't_RB recognize_VB the_DT shortcuts_NNS that_WDT I_PRP 've_VB mapped_VBN ._.",'relevant'
" I_PRP 'm_VBP attaching_VBG the_DT full_JJ log_NN from_IN a_DT session_NN where_WRB I_PRP started_VBD without_IN the_DT keyboard_NN plugged_VBD in_RP ,_, and_CC then_RB plugged_VBD it_PRP in_RP ._.",'irrelevant'
' And_CC here_RB is_VBZ a_DT log_NN from_IN a_DT session_NN where_WRB the_DT keyboard_NN was_VBD already_RB plugged_VBN in_RP when_WRB mumble_JJ was_VBD started_VBN ._.','irrelevant'
